"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 24, 2017","11,804.03","11,920.90","11,934.64","11,722.35","101.75M","-1.20%"
"Feb 23, 2017","11,947.83","11,994.06","12,015.98","11,925.88","71.93M","-0.42%"
"Feb 22, 2017","11,998.59","11,989.71","12,031.11","11,966.02","94.71M","0.26%"
"Feb 21, 2017","11,967.49","11,817.97","11,987.58","11,798.48","77.83M","1.18%"
"Feb 20, 2017","11,827.62","11,831.71","11,841.06","11,804.72","56.38M","0.60%"
"Feb 17, 2017","11,757.02","11,759.57","11,775.40","11,693.70","92.67M","-0.00%"
"Feb 16, 2017","11,757.24","11,778.99","11,814.70","11,728.38","76.43M","-0.31%"
"Feb 15, 2017","11,793.93","11,834.48","11,848.04","11,725.38","88.88M","0.19%"
"Feb 14, 2017","11,771.81","11,766.99","11,787.82","11,752.68","72.65M","-0.02%"
"Feb 13, 2017","11,774.43","11,697.99","11,812.69","11,684.91","79.03M","0.92%"
"Feb 10, 2017","11,666.97","11,698.70","11,711.55","11,645.13","79.22M","0.21%"
"Feb 09, 2017","11,642.86","11,584.40","11,657.24","11,548.18","110.08M","0.86%"
"Feb 08, 2017","11,543.38","11,546.93","11,591.26","11,479.78","98.26M","-0.05%"
"Feb 07, 2017","11,549.44","11,498.49","11,606.26","11,483.83","72.25M","0.34%"
"Feb 06, 2017","11,509.84","11,628.03","11,679.91","11,509.58","95.25M","-1.22%"
"Feb 03, 2017","11,651.49","11,636.23","11,696.94","11,627.98","82.67M","0.20%"
"Feb 02, 2017","11,627.95","11,628.28","11,675.98","11,603.65","100.63M","-0.27%"
"Feb 01, 2017","11,659.50","11,646.42","11,723.39","11,622.60","97.42M","1.08%"
"Jan 31, 2017","11,535.31","11,692.53","11,733.16","11,535.31","100.43M","-1.25%"
"Jan 30, 2017","11,681.89","11,786.31","11,792.33","11,659.35","77.63M","-1.12%"
"Jan 27, 2017","11,814.27","11,841.72","11,844.68","11,798.26","73.42M","-0.29%"
"Jan 26, 2017","11,848.63","11,867.91","11,893.08","11,819.76","93.50M","0.36%"
"Jan 25, 2017","11,806.05","11,677.63","11,827.73","11,669.30","123.21M","1.82%"
"Jan 24, 2017","11,594.94","11,554.80","11,596.18","11,538.05","81.68M","0.43%"
"Jan 23, 2017","11,545.75","11,545.97","11,605.29","11,508.83","80.31M","-0.73%"
"Jan 20, 2017","11,630.13","11,568.90","11,636.79","11,547.04","114.83M","0.29%"
"Jan 19, 2017","11,596.89","11,624.11","11,644.88","11,578.91","91.89M","-0.02%"
"Jan 18, 2017","11,599.39","11,592.12","11,599.39","11,529.76","82.31M","0.51%"
"Jan 17, 2017","11,540.00","11,521.50","11,583.43","11,425.14","87.26M","-0.13%"
"Jan 16, 2017","11,554.71","11,537.45","11,579.05","11,535.96","63.00M","-0.64%"
"Jan 13, 2017","11,629.18","11,576.78","11,635.55","11,554.45","82.61M","0.94%"
"Jan 12, 2017","11,521.04","11,599.24","11,606.43","11,491.87","101.60M","-1.07%"
"Jan 11, 2017","11,646.17","11,587.53","11,692.27","11,524.99","101.23M","0.54%"
"Jan 10, 2017","11,583.30","11,583.24","11,606.95","11,544.99","88.74M","0.17%"
"Jan 09, 2017","11,563.99","11,606.89","11,606.89","11,522.35","81.16M","-0.30%"
"Jan 06, 2017","11,599.01","11,560.52","11,605.74","11,547.05","69.16M","0.12%"
"Jan 05, 2017","11,584.94","11,537.73","11,602.54","11,537.40","77.24M","0.01%"
"Jan 04, 2017","11,584.31","11,609.53","11,616.09","11,531.43","84.72M","0.00%"
"Jan 03, 2017","11,584.24","11,631.70","11,637.37","11,561.23","91.15M","-0.12%"
"Jan 02, 2017","11,598.33","11,426.38","11,617.28","11,414.82","48.92M","1.02%"
"Dec 30, 2016","11,481.06","11,443.31","11,481.66","11,405.77","43.10M","0.26%"
"Dec 29, 2016","11,451.05","11,411.36","11,459.19","11,404.82","45.11M","-0.21%"
"Dec 28, 2016","11,474.99","11,469.45","11,475.89","11,459.40","47.14M","0.02%"
"Dec 27, 2016","11,472.24","11,457.91","11,481.46","11,451.55","29.55M","0.19%"
"Dec 23, 2016","11,449.93","11,477.23","11,480.18","11,409.43","55.10M","-0.05%"
"Dec 22, 2016","11,456.10","11,444.41","11,475.76","11,428.77","51.52M","-0.11%"
"Dec 21, 2016","11,468.64","11,445.23","11,479.88","11,440.29","64.31M","0.03%"
"Dec 20, 2016","11,464.74","11,415.30","11,472.08","11,406.95","78.15M","0.33%"
"Dec 19, 2016","11,426.70","11,384.03","11,426.70","11,380.12","83.39M","0.20%"
"Dec 16, 2016","11,404.01","11,368.64","11,451.57","11,357.15","184.16M","0.33%"
"Dec 15, 2016","11,366.40","11,267.03","11,387.11","11,267.03","145.75M","1.08%"
"Dec 14, 2016","11,244.84","11,254.47","11,281.43","11,235.24","93.09M","-0.35%"
"Dec 13, 2016","11,284.65","11,194.67","11,300.44","11,191.64","101.53M","0.84%"
"Dec 12, 2016","11,190.21","11,198.42","11,213.04","11,141.86","92.59M","-0.12%"
"Dec 09, 2016","11,203.63","11,170.18","11,231.69","11,145.98","107.04M","0.22%"
"Dec 08, 2016","11,179.42","11,035.76","11,193.10","10,990.60","180.24M","1.75%"
"Dec 07, 2016","10,986.69","10,885.05","10,988.79","10,873.81","148.43M","1.96%"
"Dec 06, 2016","10,775.32","10,685.00","10,786.26","10,668.67","142.69M","0.85%"
"Dec 05, 2016","10,684.83","10,494.64","10,730.74","10,493.62","107.27M","1.63%"
"Dec 02, 2016","10,513.35","10,436.48","10,545.37","10,402.59","86.40M","-0.20%"
"Dec 01, 2016","10,534.05","10,593.06","10,627.10","10,502.54","93.40M","-1.00%"
"Nov 30, 2016","10,640.30","10,615.79","10,691.67","10,606.04","110.33M","0.19%"
"Nov 29, 2016","10,620.49","10,562.15","10,624.76","10,539.23","80.84M","0.36%"
"Nov 28, 2016","10,582.67","10,655.92","10,658.36","10,554.94","75.86M","-1.09%"
"Nov 25, 2016","10,699.27","10,700.17","10,710.16","10,649.37","61.04M","0.09%"
"Nov 24, 2016","10,689.26","10,689.16","10,715.65","10,653.62","55.62M","0.25%"
"Nov 23, 2016","10,662.44","10,718.89","10,742.66","10,602.21","95.53M","-0.48%"
"Nov 22, 2016","10,713.85","10,745.67","10,767.73","10,707.87","85.87M","0.27%"
"Nov 21, 2016","10,685.13","10,697.95","10,727.09","10,595.14","73.72M","0.19%"
"Nov 18, 2016","10,664.56","10,735.05","10,737.98","10,649.12","106.65M","-0.20%"
"Nov 17, 2016","10,685.54","10,640.36","10,686.88","10,604.32","98.11M","0.20%"
"Nov 16, 2016","10,663.87","10,726.34","10,735.47","10,610.27","98.81M","-0.66%"
"Nov 15, 2016","10,735.14","10,720.93","10,748.31","10,666.17","107.33M","0.39%"
"Nov 14, 2016","10,693.69","10,750.62","10,802.39","10,677.09","134.89M","0.24%"
"Nov 11, 2016","10,667.95","10,702.88","10,714.47","10,584.31","133.41M","0.36%"
"Nov 10, 2016","10,630.12","10,710.04","10,793.97","10,575.96","191.30M","-0.15%"
"Nov 09, 2016","10,646.01","10,181.89","10,646.55","10,174.92","173.82M","1.56%"
"Nov 08, 2016","10,482.32","10,449.52","10,486.04","10,414.83","78.08M","0.24%"
